"state","GEOID","cty","county","year","population","Abbreviation","Region","Division"
"Colorado","08119","Teller County, Colorado","Teller County","pop_2020",24710,"CO","West","Mountain"
"Colorado","08107","Routt County, Colorado","Routt County","pop_2020",24829,"CO","West","Mountain"
"Colorado","08075","Logan County, Colorado","Logan County","pop_2010",22709,"CO","West","Mountain"
"Colorado","08083","Montezuma County, Colorado","Montezuma County","pop_2020",25849,"CO","West","Mountain"
"Colorado","08045","Garfield County, Colorado","Garfield County","pop_2020",61685,"CO","West","Mountain"
"Colorado","08091","Ouray County, Colorado","Ouray County","pop_2020",4874,"CO","West","Mountain"
"Connecticut","09007","Middlesex County, Connecticut","Middlesex County","pop_2010",165676,"CT","Northeast","New England"
"Connecticut","09009","New Haven County, Connecticut","New Haven County","pop_2020",864835,"CT","Northeast","New England"
"Connecticut","09001","Fairfield County, Connecticut","Fairfield County","pop_2020",957419,"CT","Northeast","New England"
"Connecticut","09005","Litchfield County, Connecticut","Litchfield County","pop_2010",189927,"CT","Northeast","New England"
"Connecticut","09015","Windham County, Connecticut","Windham County","pop_2010",118428,"CT","Northeast","New England"
"Connecticut","09003","Hartford County, Connecticut","Hartford County","pop_2020",899498,"CT","Northeast","New England"
"Connecticut","09011","New London County, Connecticut","New London County","pop_2010",274055,"CT","Northeast","New England"
"Connecticut","09013","Tolland County, Connecticut","Tolland County","pop_2010",152691,"CT","Northeast","New England"
"Delaware","10003","New Castle County, Delaware","New Castle County","pop_2020",570719,"DE","South","South Atlantic"
"Delaware","10005","Sussex County, Delaware","Sussex County","pop_2020",237378,"DE","South","South Atlantic"
"Delaware","10001","Kent County, Delaware","Kent County","pop_2020",181851,"DE","South","South Atlantic"
"District of Columbia","11001","District of Columbia, District of Columbia","District of Columbia","pop_1950",802178,"DC","South","South Atlantic"
"Florida","12099","Palm Beach County, Florida","Palm Beach County","pop_2020",1492191,"FL","South","South Atlantic"
"Florida","12065","Jefferson County, Florida","Jefferson County","pop_2010",14761,"FL","South","South Atlantic"
"Florida","12097","Osceola County, Florida","Osceola County","pop_2020",388656,"FL","South","South Atlantic"
"Florida","12129","Wakulla County, Florida","Wakulla County","pop_2020",33764,"FL","South","South Atlantic"
"Florida","12119","Sumter County, Florida","Sumter County","pop_2020",129752,"FL","South","South Atlantic"
"Florida","12085","Martin County, Florida","Martin County","pop_2020",158431,"FL","South","South Atlantic"
"Florida","12093","Okeechobee County, Florida","Okeechobee County","pop_2010",39996,"FL","South","South Atlantic"
"Florida","12133","Washington County, Florida","Washington County","pop_2020",25318,"FL","South","South Atlantic"
"Florida","12059","Holmes County, Florida","Holmes County","pop_2010",19927,"FL","South","South Atlantic"
"Florida","12117","Seminole County, Florida","Seminole County","pop_2020",470856,"FL","South","South Atlantic"
"Florida","12009","Brevard County, Florida","Brevard County","pop_2020",606612,"FL","South","South Atlantic"
"Florida","12003","Baker County, Florida","Baker County","pop_2020",28259,"FL","South","South Atlantic"
"Florida","12043","Glades County, Florida","Glades County","pop_2010",12884,"FL","South","South Atlantic"
"Florida","12037","Franklin County, Florida","Franklin County","pop_2020",12451,"FL","South","South Atlantic"
"Florida","12121","Suwannee County, Florida","Suwannee County","pop_2020",43474,"FL","South","South Atlantic"
"Florida","12023","Columbia County, Florida","Columbia County","pop_2020",69698,"FL","South","South Atlantic"
"Florida","12083","Marion County, Florida","Marion County","pop_2020",375908,"FL","South","South Atlantic"
"Florida","12045","Gulf County, Florida","Gulf County","pop_2010",15863,"FL","South","South Atlantic"
"Florida","12035","Flagler County, Florida","Flagler County","pop_2020",115378,"FL","South","South Atlantic"
"Florida","12033","Escambia County, Florida","Escambia County","pop_2020",321905,"FL","South","South Atlantic"
"Florida","12113","Santa Rosa County, Florida","Santa Rosa County","pop_2020",188000,"FL","South","South Atlantic"
"Florida","12063","Jackson County, Florida","Jackson County","pop_2010",49746,"FL","South","South Atlantic"
"Florida","12007","Bradford County, Florida","Bradford County","pop_2010",28520,"FL","South","South Atlantic"
"Florida","12081","Manatee County, Florida","Manatee County","pop_2020",399710,"FL","South","South Atlantic"
"Florida","12101","Pasco County, Florida","Pasco County","pop_2020",561891,"FL","South","South Atlantic"
"Florida","12021","Collier County, Florida","Collier County","pop_2020",375752,"FL","South","South Atlantic"
"Florida","12131","Walton County, Florida","Walton County","pop_2020",75305,"FL","South","South Atlantic"
"Florida","12061","Indian River County, Florida","Indian River County","pop_2020",159788,"FL","South","South Atlantic"
"Florida","12011","Broward County, Florida","Broward County","pop_2020",1944375,"FL","South","South Atlantic"
"Florida","12087","Monroe County, Florida","Monroe County","pop_2020",82874,"FL","South","South Atlantic"
"Florida","12041","Gilchrist County, Florida","Gilchrist County","pop_2020",17864,"FL","South","South Atlantic"
"Florida","12039","Gadsden County, Florida","Gadsden County","pop_2010",46389,"FL","South","South Atlantic"
"Florida","12109","St. Johns County, Florida","St. Johns County","pop_2020",273425,"FL","South","South Atlantic"
"Florida","12095","Orange County, Florida","Orange County","pop_2020",1429908,"FL","South","South Atlantic"
"Florida","12111","St. Lucie County, Florida","St. Lucie County","pop_2020",329226,"FL","South","South Atlantic"
"Florida","12069","Lake County, Florida","Lake County","pop_2020",383956,"FL","South","South Atlantic"
"Florida","12055","Highlands County, Florida","Highlands County","pop_2020",101235,"FL","South","South Atlantic"
"Florida","12127","Volusia County, Florida","Volusia County","pop_2020",553543,"FL","South","South Atlantic"
"Florida","12123","Taylor County, Florida","Taylor County","pop_2010",22570,"FL","South","South Atlantic"
"Florida","12049","Hardee County, Florida","Hardee County","pop_2010",27731,"FL","South","South Atlantic"
"Florida","12053","Hernando County, Florida","Hernando County","pop_2020",194515,"FL","South","South Atlantic"
"Florida","12107","Putnam County, Florida","Putnam County","pop_2010",74364,"FL","South","South Atlantic"
"Florida","12067","Lafayette County, Florida","Lafayette County","pop_2010",8870,"FL","South","South Atlantic"
"Florida","12089","Nassau County, Florida","Nassau County","pop_2020",90352,"FL","South","South Atlantic"
"Florida","12015","Charlotte County, Florida","Charlotte County","pop_2020",186847,"FL","South","South Atlantic"
"Florida","12105","Polk County, Florida","Polk County","pop_2020",725046,"FL","South","South Atlantic"
"Florida","12073","Leon County, Florida","Leon County","pop_2020",292198,"FL","South","South Atlantic"
"Florida","12001","Alachua County, Florida","Alachua County","pop_2020",278468,"FL","South","South Atlantic"
"Florida","12086","Miami-Dade County, Florida","Miami-Dade County","pop_2020",2701767,"FL","South","South Atlantic"
"Florida","12005","Bay County, Florida","Bay County","pop_2020",175216,"FL","South","South Atlantic"
"Florida","12029","Dixie County, Florida","Dixie County","pop_2020",16759,"FL","South","South Atlantic"
"Florida","12013","Calhoun County, Florida","Calhoun County","pop_2010",14625,"FL","South","South Atlantic"
"Florida","12079","Madison County, Florida","Madison County","pop_2010",19224,"FL","South","South Atlantic"
"Florida","12075","Levy County, Florida","Levy County","pop_2020",42915,"FL","South","South Atlantic"
"Florida","12091","Okaloosa County, Florida","Okaloosa County","pop_2020",211668,"FL","South","South Atlantic"
"Florida","12125","Union County, Florida","Union County","pop_2020",16147,"FL","South","South Atlantic"
"Florida","12071","Lee County, Florida","Lee County","pop_2020",760822,"FL","South","South Atlantic"
"Florida","12047","Hamilton County, Florida","Hamilton County","pop_2010",14799,"FL","South","South Atlantic"
"Florida","12057","Hillsborough County, Florida","Hillsborough County","pop_2020",1459762,"FL","South","South Atlantic"
"Florida","12027","DeSoto County, Florida","DeSoto County","pop_2010",34862,"FL","South","South Atlantic"
"Florida","12019","Clay County, Florida","Clay County","pop_2020",218245,"FL","South","South Atlantic"
"Florida","12103","Pinellas County, Florida","Pinellas County","pop_2020",959107,"FL","South","South Atlantic"
"Florida","12051","Hendry County, Florida","Hendry County","pop_2020",39619,"FL","South","South Atlantic"
"Florida","12115","Sarasota County, Florida","Sarasota County","pop_2020",434006,"FL","South","South Atlantic"
"Florida","12031","Duval County, Florida","Duval County","pop_2020",995567,"FL","South","South Atlantic"
"Florida","12077","Liberty County, Florida","Liberty County","pop_2010",8365,"FL","South","South Atlantic"
"Florida","12017","Citrus County, Florida","Citrus County","pop_2020",153843,"FL","South","South Atlantic"
"Georgia","13279","Toombs County, Georgia","Toombs County","pop_2010",27223,"GA","South","South Atlantic"
"Georgia","13123","Gilmer County, Georgia","Gilmer County","pop_2020",31353,"GA","South","South Atlantic"
"Georgia","13057","Cherokee County, Georgia","Cherokee County","pop_2020",266620,"GA","South","South Atlantic"
"Georgia","13019","Berrien County, Georgia","Berrien County","pop_2010",19286,"GA","South","South Atlantic"
"Georgia","13251","Screven County, Georgia","Screven County","pop_1920",23552,"GA","South","South Atlantic"
"Georgia","13175","Laurens County, Georgia","Laurens County","pop_2020",49570,"GA","South","South Atlantic"
"Georgia","13299","Ware County, Georgia","Ware County","pop_1980",37180,"GA","South","South Atlantic"
"Georgia","13287","Turner County, Georgia","Turner County","pop_1920",12466,"GA","South","South Atlantic"
"Georgia","13281","Towns County, Georgia","Towns County","pop_2020",12493,"GA","South","South Atlantic"
"Georgia","13111","Fannin County, Georgia","Fannin County","pop_2020",25319,"GA","South","South Atlantic"
"Georgia","13195","Madison County, Georgia","Madison County","pop_2020",30120,"GA","South","South Atlantic"
"Georgia","13039","Camden County, Georgia","Camden County","pop_2020",54768,"GA","South","South Atlantic"
"Georgia","13295","Walker County, Georgia","Walker County","pop_2010",68756,"GA","South","South Atlantic"
"Georgia","13179","Liberty County, Georgia","Liberty County","pop_2020",65256,"GA","South","South Atlantic"
"Georgia","13095","Dougherty County, Georgia","Dougherty County","pop_1980",100718,"GA","South","South Atlantic"
"Georgia","13265","Taliaferro County, Georgia","Taliaferro County","pop_1920",8841,"GA","South","South Atlantic"
"Georgia","13225","Peach County, Georgia","Peach County","pop_2020",27981,"GA","South","South Atlantic"
"Georgia","13051","Chatham County, Georgia","Chatham County","pop_2020",295291,"GA","South","South Atlantic"
"Georgia","13243","Randolph County, Georgia","Randolph County","pop_1930",17174,"GA","South","South Atlantic"
"Georgia","13169","Jones County, Georgia","Jones County","pop_2010",28669,"GA","South","South Atlantic"
"Georgia","13037","Calhoun County, Georgia","Calhoun County","pop_1930",10576,"GA","South","South Atlantic"
"Georgia","13239","Quitman County, Georgia","Quitman County","pop_1930",3820,"GA","South","South Atlantic"
"Georgia","13177","Lee County, Georgia","Lee County","pop_2020",33163,"GA","South","South Atlantic"
"Georgia","13213","Murray County, Georgia","Murray County","pop_2020",39973,"GA","South","South Atlantic"
"Georgia","13257","Stephens County, Georgia","Stephens County","pop_2020",26784,"GA","South","South Atlantic"
"Georgia","13303","Washington County, Georgia","Washington County","pop_1920",28147,"GA","South","South Atlantic"
"Georgia","13231","Pike County, Georgia","Pike County","pop_1920",21212,"GA","South","South Atlantic"
"Georgia","13143","Haralson County, Georgia","Haralson County","pop_2020",29919,"GA","South","South Atlantic"
"Georgia","13271","Telfair County, Georgia","Telfair County","pop_2010",16500,"GA","South","South Atlantic"
"Georgia","13275","Thomas County, Georgia","Thomas County","pop_2020",45798,"GA","South","South Atlantic"
"Georgia","13115","Floyd County, Georgia","Floyd County","pop_2020",98584,"GA","South","South Atlantic"
"Georgia","13313","Whitfield County, Georgia","Whitfield County","pop_2020",102864,"GA","South","South Atlantic"
